Headline,text
One-term presidents generally don’t leave big footprints And the last four years may be seen as a reaction to the game-changing presidency of Barack Obama.txt,"President Trump’s critics warn that history will look unkindly on his effort to overturn a democratic election. This forecast, while understandable, may be wrong. History rarely looks on one-term presidents at all. 
"
"The movement was founded in 2013 Seven years later, what should we make of corporate America’s newfound support.txt","This article is part of the Debatable newsletter. You can sign up here to receive it Tuesdays and Thursdays. 
"
The president’s failure to understand his limits is very costly..txt,"Today’s news quiz: What do these data points have in common? 
"
"An-My Lê has been surveying our country over the past four years, finding power in unexpected places.txt","These past four years, I’ve been on a photographic road trip of the United States. It often seems that there are two Americas, left and right, looking at the same place from radically different and irreconcilable perspectives. 
"
"It’s 2046, and the “Estate Craze” is setting the music industry on a dangerous path..txt","Editors’ note: This is part of the Op-Eds From the Future series, in which science fiction authors, futurists, philosophers and scientists write Op-Eds that they imagine we might read five, 10, 50 or even 200 years from now. The challenges they predict are imaginary — for now — but their arguments illuminate the urgent questions of today and prepare us for tomorrow. The Opinion piece below is a work of fiction. 
"
It was brought about by a flawed attempt to use credit markets to broaden access to housing..txt,"You would have thought that Michael Bloomberg, the former New York City mayor, had picked the right moment to enter the Democratic presidential primaries. From the rural and heavily white states of Iowa and New Hampshire, the contest now moves to South Carolina, where the Democratic electorate is mostly black. A mayor who three times won the trust of one of the world’s most ethnically diverse cities ought to be on solid ground. 
"
"The year’s best, worst and weirdest political players.txt","This year was a soul-crushing hellscape of a dumpster fire. For sanity’s sake, large chunks of it should be repressed as soon as possible. 
"
"To save American jobs, we need to save American businesses..txt","Here we go again. With business activity having declined precipitously, bailouts of troubled companies are appropriately back on the table. 
"
Digital chats and virtual cocktails can lift our longing only so much.txt,"When the lockdown began — the orders to avoid travel, to avoid friends, to “shelter in place,” to shrink our worlds to the slightest physical dimensions endurable — my first impression was of how quickly and ingeniously we adapted. Abracadabra: Classrooms went online. Physicians and therapists used Zoom to see patients. Happy hour happened on FaceTime. 
"
Some of what we saw was people cosplaying consciousness — symbolism that cost nothing and shifted no power.txt,"We are in a period of post-mortem reflection following the time during which racial justice protests were at their most intense. We now must ask ourselves: What has changed and what hasn’t? Have power and privilege truly been disrupted? Has oppression been alleviated? What will be the legacy of this moment? 
"
"Jennifer Senior, David Brooks, Kara Swisher and other Opinion columnists and writers will be chatting every day at 1 pm Eastern.txt","It has been well more than a month since stay-in-place orders started taking effect across the country because of the coronavirus crisis. In some places, the curve mercifully seems to be flattening, and staying at home has been a crucial factor — combined with the contributions of our essential workers. 
"
It’s less about foreign policy than the culture wars.txt,"For months, some of China’s best-known dissidents have served up a striking anomaly: While pushing for democracy and free speech at home, they have supported the re-election of Donald Trump, a president who has disdained democratic norms in the United States, sometimes even mimicking China’s leaders, for example by calling for political opponents to be locked up. 
"
"In the Democratic civil war, both sides are partly right.txt","In 2004, I went to Ohio to cover John Kerry’s campaign to unseat George W. Bush. For liberals, the race felt existential. The Bush administration had lied America into war in Iraq, where an entirely predictable insurgency was raging. His military and C.I.A. were torturing people; the Abu Ghraib scandal had broken open in April. 
"
It’s been circulating on social media for months Here’s what I found when I looked into these claims.txt,"This list of President Trump’s accomplishments has been circulating on social media for months and has most likely been viewed by millions of people. I examined each claim to the best of my ability, reaching out to people and institutions who had special insight to see if they considered the claims accurate. 
"
"Also, I think I’m losing my mind.txt","We all miss things that used to be normal — hugging friends, dancing in crowded places, not being terrified of standing near someone with a dry cough. But what about everything else that we took for granted? After nearly a year of social distancing, a new normal is starting to settle into place, and memories of how things used to be are only growing hazier. When we finally emerge on the other side of all this — hopefully with our sanity loosely intact — will we come to miss this strange year, too? 
"
"To the dismay of Democrats, the president’s strategy of ignoring the pandemic mostly worked for Republicans.txt","President Trump’s disastrous mishandling of the coronavirus pandemic probably cost him re-election. Yet it seems mind-boggling that he still won more votes than any incumbent president in American history despite his dereliction of responsibility at a time of a once-in-a-century health crisis and economic devastation. 
"
America has become just as cynically transactional in its foreign dealings as Russia and China.txt,"There is no escaping it: America is on the ballot on Tuesday — the stability and quality of our governing institutions, our alliances, how we treat one another, our basic commitment to scientific principles and the minimum decency that we expect from our leaders. The whole ball of wax is on the ballot. 
"
"Doomscrolling, mask-hole, Zoom fatigue and more from the pandemic lexicon.txt","Of all the personal development opportunities presented by quarantine — knitting, baking sourdough, starting a TikTok — there is none so user-friendly as talking to yourself. 
"
Either we become a truly multiracial democracy or we cease to be a democracy at all.txt,"The Trump presidency has brought American democracy to the breaking point. The president has encouraged violent extremists; deployed law enforcement and other public institutions as weapons against rivals; and undermined the integrity of elections through false claims of fraud, attacks on mail-in voting and an apparent unwillingness to accept defeat. 
"
"And why conservatives fear the creep of authoritarianism, too.txt","A striking thing about the current moment is that if you switch back and forth between reading conservatives and liberals, you see mirror-image anxieties about authoritarianism and totalitarianism, which each side believes are developing across the partisan divide. 
"
"Inspired by the civil rights movement, it was decades in the making.txt","More quickly and more permanently than any other American institution, the United States Supreme Court has the capacity to set the tone for the treatment of any minority group, often for decades to come. It was a string of Supreme Court cases that transformed the status of black Americans, for example, most famously in Brown v. Board of Education in 1954. 
"
We’ve long failed to fund the child care sector like the public good that it is Now it’s on the brink of collapse.txt,"As Covid-19 continues to wreak havoc on businesses, among the hardest hit are in industries that rely on the ability of customers to safely show up day after day — and to pay for the privilege. They range from the $32.3 billion fitness industry to the $47.2 billion child care sector. Hopefully, your neighborhood spin studio will survive. Unfortunately, your day care probably won’t. 
"
An extended shutdown is not without enormous consequence.txt,"As the coronavirus sweeps the globe, and as the number of cases nationwide approaches the one million mark, most American towns and cities are under shelter-in-place orders, while a few states remain largely open for business or announce plans to lift restrictions. Discontent with stay-at-home rules has begun bubbling up, leading to large protests in Michigan and beyond, as states and the federal government attempt a delicate balancing act between blunting the virus’s spread and avoiding economic collapse. 
"
"Christianity teaches that every single human life is valuable, even during a pandemic..txt","My grandmother always kept several freezers and multiple pantries loaded down with food, and hid emergency cash in a cubbyhole behind the medicine. As a child, I rolled my eyes at these habits, but she would say, “If you had lived through the Great Depression, you would understand.” I now realize that when I, or my children, are elderly we will be saying similar things to our own grandchildren: “If you lived through the Great Pandemic, you would understand.” I hope the lessons we take from our country’s experience with Covid-19 aren’t about food or avoiding the spread of germs, but about how we treat the most vulnerable among us. A pandemic is no time to turn our eyes away from the sanctity of human life. 
"
"After decades of abuse allegations, Harvey Weinstein is found guilty..txt","What does the hard-won, long-overdue conviction of Harvey Weinstein demonstrate? 
"
What is American politics without a bit of schmoozing.txt,"I’ve attended every convention since 1988, when Michael J. Dukakis accepted the Democratic presidential nomination. That year, as I exited Atlanta’s rapidly emptying Omni Coliseum after the balloons had dropped, I stopped to chat with a prominent Southern Democratic senator. He was all smiles, sure that the party’s four days of festivities would lead to Mr. Dukakis beating George H.W. Bush. Like thousands of other Democrats in attendance, he thought it was in the bag. 
"
It’s past time to start seeing voters the way they see themselves.txt,"Every immigrant arrives in this country with an implied debt. This country was nice enough to let you in, handed you a bag of rights and will now leave you alone to make your fortune. Left and right might disagree on how many people to let into the country or how to treat them when they’re here, but both sides expect a return on their good will. 
"
The Trump team confirms all of our worst fears..txt,"So, here’s the response of the Trump team and its allies to the coronavirus, at least so far: It’s actually good for America. Also, it’s a hoax perpetrated by the news media and the Democrats. Besides, it’s no big deal, and people should buy stocks. Anyway, we’ll get it all under control under the leadership of a man who doesn’t believe in science. 
"
Trump’s incompetence has wrecked us Where are the calls for him to resign.txt,"If you’re lucky enough to live in New Zealand, the coronavirus nightmare has been mostly over since June. After more than two weeks with no new cases, the government lifted almost all restrictions that month. The borders are still shut, but inside the country, normal life returned. 
"
Elections are about finding compromise among people with vastly different desires..txt,"The 2020 election season in the United States, which enters a new phase Monday, with the Iowa Democratic caucuses, will probably be among the most divisive and contentious in American history. The results will reverberate around the world, and will most likely shape the global order for years to come. As the political temperature rises to the boiling point, people on all sides should reflect on what democratic elections actually are. 
"
Monticello is shrine enough for a man who wrote that “all men are created equal” and yet never did much to make those words come true.txt,"When my brother Frank and I were boys visiting our grandparents at their home in Virginia, just outside of Washington, we used to heckle our grandmother until she would drive us into town so we could visit the Smithsonian museum on the Mall. 
"
Involve all regions of the country in a shared first round of voting..txt,"After the debacle last week in Iowa and the reporting of the results there, even more people began to speak openly about how anachronistic and antiquated it is for Iowa and its problematic caucuses to continue to have such an outsize influence on the Democratic nominating process. 
"
The president-elect’s pick would be the second recently retired general to lead the Pentagon in less than four years That’s not supposed to happen.txt,"This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays. 
"
We need another aid bill Elected officials have a responsibility to stabilize both communities and the housing market.txt,"Last week, the U.S. Senate approved a $2.2 trillion coronavirus stimulus package. It includes many important elements, such as expanded unemployment benefits, and emergency aid for small businesses and hospitals hit hard by the crisis. This is a step in the right direction, but it is not enough. 
"
The power of educating the whole person..txt,"Almost everybody admires the Nordic model. Countries like Sweden, Denmark, Norway and Finland have high economic productivity, high social equality, high social trust and high levels of personal happiness. 
"
A bill that awaits Governor Cuomo’s signature would bolster freedom of speech in the state.txt,"Among the more obnoxious ways the rich and powerful can intimidate and silence critics is filing what is known as a Strategic Lawsuit Against Public Participation, or SLAPP, whose goal is not to pursue a legitimate grievance but to harass and bankrupt opponents. New York State, long a laggard in putting an end to SLAPPs, finally has a worthy bill waiting only for Gov. Andrew Cuomo’s pen. 
"
"They’re acting like they exist to protect their endowments, instead of the other way around.txt","In 1981, when I was a senior at the University of Michigan, I interviewed the school’s new president, Harold Shapiro. An economist by training, Dr. Shapiro emphasized the importance of increasing the university’s endowment, which then totaled $115 million. That number would nearly triple during his eight-year tenure. 
"
The suspension of federal benefits would create damage almost as terrifying as the economic effects of the coronavirus.txt,"One pretty good forecasting rule for the coronavirus era has been to take whatever Trump administration officials are saying and assume that the opposite will happen. When President Trump declared in February that the number of cases would soon go close to zero, you knew that a huge pandemic was coming. When Vice President Mike Pence insisted in mid-June that “there isn’t a coronavirus ‘second wave,’” a giant surge in new cases and deaths was clearly imminent. 
"
The president’s decision to roll back protections is deeply misguided..txt,"The Environmental Protection Agency made a startling admission last month when it announced that many of the nation’s streams and wetlands would no longer be protected under the Clean Water Act, perhaps the nation’s most successful antipollution law. 
"
His research spread light and empathy around the globe.txt,"I had a hard time believing Emile Bruneau was for real. 
"
The story of the rise and fall of a society built by schoolchildren.txt,"Leaf Town started in the fall, during recess. 
"
The only thing he can hope for is fear itself.txt,"Last week’s Democratic National Convention was mainly about decency — about portraying Joe Biden and his party as good people who will do their best to heal a nation afflicted by a pandemic and a depression. There were plenty of dire warnings about the threat of Trumpism; there was frank acknowledgment of the toll taken by disease and unemployment; but on the whole the message was surprisingly upbeat. 
"
The president-elect won promising conciliation His choice of Xavier Becerra to run Health and Human Services promises culture war.txt,"In many ways Joe Biden will enter the presidency in a politically enviable position. The arrival of the coronavirus vaccine means that, after running as the candidate of normalcy, he is poised to preside over its literal return, which could include not just economic recovery but also a period of personal exuberance — at last, restaurants! amusement parks! vacations! — that will feel much more euphoric than the post-financial-crisis grind did under Barack Obama 12 years ago. 
"
"There is a lot for us to learn, not just from their friendship, but from their intellectual combat.txt","For the second time in five years, a sitting Supreme Court justice has died, and for the second time in five years, Senator Mitch McConnell has befouled the process to replace that justice with his signature blend of fresh greed and rancid partisanship. A Ruth-less court, answered with ruthlessness. 
"
The party’s riskiest bet is now its likeliest..txt,"I’ve been enthusiastic about Mike Bloomberg’s race for president from its inception, partly on the theory that he was best positioned to rescue and represent the Democratic Party’s moderate wing. After Wednesday night’s debate debacle in Las Vegas, I’m starting to fear his candidacy might inadvertently destroy that wing — while wrecking the party’s chances in November. 
"
The black people I come from were owned and raped by the white people I come from Who dares to tell me to celebrate them.txt,"NASHVILLE — I have rape-colored skin. My light-brown-blackness is a living testament to the rules, the practices, the causes of the Old South. 
"
"If food is a way to show love, then in this moment, so is cleaning..txt","When my self-isolation began two weeks ago, I realized I needed to get honest with myself. I was not going to be a person who emerged from quarantine having discovered a new scientific theory or learned a new language. I could try to maintain some semblance of normalcy. I could write. I could cook. And I could accomplish something extra with the additional time at home. I could clean. 
"
It shouldn’t undermine Joe Biden..txt,"This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday. 
"
An incomplete list of reasons you must not sit this one out.txt,"As this ulcer-inducing election enters the homestretch, early turnout numbers are breaking records. Tens of millions of Americans have already mailed in or dropped off their ballots or stood in lines to vote early. 
"
They know they are winning. Why would they concede anything.txt,"Last Saturday, the United States and the Taliban started a weeklong partial truce that, if it holds, could lead to the signing of a peace pact by the end of the month. To many, that could mean America’s more than 18-year war in Afghanistan might finally be drawing to a close. But this is a dangerously misguided belief. 
"
A Muslim-born pop star who converted to Judaism and sings in Arabic and Hebrew has captured the country’s heart..txt,"TEL AVIV — Who is the ultimate Israeli of 2020, the personification of this country’s soul? Is it the sunburned soldier? The shaggy tech hustler in Tel Aviv? The hilltop fanatic? The correct answer was revealed to me and 9,000 others a few weeks ago in Tel Aviv: the apparition in a glittering crystal minidress rising from beneath the stage on invisible hydraulics to a burst of strobes and smoke and a teenage shriek into my ear: “Nasreeeen!” 
"
"How the next president needs to solve the dueling Covid and economic crises, fast.txt","Listen and subscribe to “The Argument” from your mobile device: 
"
Trump is only the latest president to stoke fears that the office has grown too powerful What should be done about it.txt,"This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays. 
"
"Amy Klobuchar, Pete Buttigieg, Tom Steyer, Mike Bloomberg and perhaps Elizabeth Warren need to get out of the race..txt","It’s been a week of viruses and vitriol, jittery markets and even more jittery Democrats. Panic is in the air. Things are spinning out of control. The center cannot hold because there is no center in 2020. 
"
I’m badly shaken by what happened in this election.txt,"The closest I ever came to death was when a ferocious undertow grabbed hold of my wife and me, carrying us out into the raging surf off Puerto Escondido, Mexico. We gagged, flailed and turned purple as we wrestled to stay afloat. Saved by a sandbar, I never looked at life the same way again. 
"
New rules promulgated by his administration to advance ‘religious freedom’ will actually restrict it..txt,"Many Americans know by now that when Christian nationalists talk about “religious freedom” they are really asking for the privilege to impose their religion on other people. What Americans may not yet understand is that they are also demanding money from taxpayers to do so. 
"
A sitting commander in chief used to call on predecessors to provide a sense of national unity Not this one.txt,"About a year ago, in an interview in the Oval Office, I asked President Trump if his years behind the storied Resolute desk had made him empathize with his predecessors. In the very room where most of them had called on one another in times of crisis for years —  and well before the novel coronavirus pandemic changed the country, and the world — Mr. Trump was dismissive of the men who came before him. 
"
The Postal Service facilitates citizen inclusion That’s why Trump hates it.txt,"In June the independent website Factcheck.org made a dig at Joe Biden, publishing a post titled “Biden Floats Baseless Election Conspiracy.” Biden, you see, had suggested that Donald Trump “wants to cut off money for the post office so they cannot deliver mail-in ballots.” There was, said the post, no evidence that Trump’s “stance toward the U.S. postal system is related to the presidential election.” 
"
I suppressed my rage about racism for decades No more.txt,"I knew we were in trouble when I couldn’t find a way to not be angry, because I had never been angry before, not in a sustained way. It started when Donald Trump was elected. If a black man like me was having trouble corralling his anger, I knew it meant that anger among black people had to have risen to biblical proportions and could ignite given the right spark. 
"
She always made too much food and counted her wealth in jars of preserved fruit.txt,"RICHLAND, Pa. — I’m great at feeding people, but I’ve never mastered portion control. I joke that it’s inherited, that I always make too much because written in my genome is the fear that there won’t be enough to go around. That’s never happened; I’ve always had the luxury of a full shopping cart. 
"
"He set the tone, determined the issues and tugged the party toward him..txt","At a debate last month, Bernie Sanders’s rivals for the Democratic presidential nomination were asked if they were concerned about the party possibly graduating a democratic socialist to the general election. The only ones who made their worry perfectly clear were Joe Biden and Amy Klobuchar. 
"
"In the Persian Jewish community of Great Neck, N.Y., “social distancing is a wedding that only has 400 people.”.txt","My friend begged his parents not to go to the shiva. The person who had died was from a prominent family in their Long Island community, and he knew that during the traditional seven days of mourning hundreds of people would be passing through the synagogue where the shiva was being held. 
"
It will be a difficult road back to any kind of normal living.txt,"Do you feel lost and anxious about the coronavirus crisis and the murky future that rises in its wake? You are not alone. 
"
Their cramped living and working conditions threaten their health and the nation’s food supply.txt,"A century ago in “The Jungle,” Upton Sinclair wrote about how the teeming tenements and meatpacking houses where workers lived and labored were perfect breeding grounds for tuberculosis as it swept the country. 
"
This crisis has underscored the need for greater access to reproductive health care..txt,"It’s hardly new for anti-abortion politicians to seize on any excuse to try to restrict women’s bodily autonomy, but it is a new low to exploit a pandemic that’s already cost hundreds of American lives, and threatens many thousands more. 
"
"Field guides and seed catalogs comfort me in winter Could they help me through the pandemic, too.txt","NASHVILLE — My mother spent every winter thumbing through seed catalogs and gardening books. “What Flower Is That?,” an encyclopedic volume by an Australian writer named Stirling Macoboy, was her favorite. Mom fell asleep by eight every night, even with all the lights on in the house, even with my father and all three of us kids watching television in the big bed beside her. But she got up before dawn every morning, long before the rest of us, and if I ever happened to wake up early myself, I could find her on the living room sofa with “What Flower Is That?” open in her lap. It contains more than a thousand color photos of flowers from around the world. 
"
The coronavirus outbreak is likely to bring into focus the legitimacy and governance deficit of troubled Middle Eastern regimes.txt,"On a recent visit to Libya, I met a family living in an improvised shelter in a displaced persons camp east of Tripoli. One of the tens of thousands of Libyan families uprooted by war, the family of seven was living in a room barely 20 paces long and half as wide. A clothesline, a pile of mattresses, a hot plate and the stench of body odor filled the room. Outside, they faced a shortage of potable water and abusive taunts from locals. 
"
Prime Minister Narendra Modi and his party have ensured that no political parties speak about equal citizenship and political rights of the country’s Muslims..txt,"NEW DELHI — On Tuesday, Prime Minister Narendra Modi’s Bharatiya Janata Party suffered a major defeat in elections for the Delhi state legislature. Amit Shah, the prime minister’s confidante and the country’s home minister, led a highly divisive and sectarian campaign foregrounding Hindu nationalism and demonizing the city’s Muslims, and tried to paint the opposition Aam Aadmi Party and its leaders as treasonous. 
"
JPMorgan Chase and other big banks should use their lending power to force cuts in greenhouse gas emissions.txt,"One hundred years ago, as a deadly influenza gripped the world and the stock market dropped precipitously, our great-grandfather John D. Rockefeller Jr. began investing in New York banks to diversify the family’s business away from fossil fuels in the midst of the economic uncertainty. 
"
"There is still time, and it can be done safely The economic and social payoff is totally worth it.txt","As our country grapples with both a pandemic and the devastating impacts of long-term systemic racism, political leaders are rightfully looking to enact policies that meaningfully benefit low-income and minority communities. Many solutions will take time, but there is one action that mayors across the country — including in New York City — can take right now to support the communities hurting the most: Restore summer jobs programs for young people. 
"
He lied about the coronavirus anyway.txt,"On Feb. 7, during a taped interview with Bob Woodward, President Trump acknowledged that the coronavirus could be transmitted through the air, that it was very dangerous and that it would be difficult to contain. “This is deadly stuff,” he told the investigative journalist. 
"
"I’d spent my life training for the Olympics, but I wasn’t prepared for what came next.txt","What if athletes and coaches were trained to look for depression just as vigilantly as they’d be watching for a hamstring pull? In the Op-Ed video above, Alexi Pappas, who lives in Los Angeles, argues that we should view mental health and physical health as equally important and as treatable as a torn ACL. She would know. She’s a record-setting runner who raced at the 2016 Olympics in Rio but came crashing down after she experienced clinical depression soon after. 
"
Trump’s America has accelerated “the authoritarian dynamic”.txt,"In the continuing debate over whether liberals or conservatives are more open minded, whether those on the left or the right are more rigid in their thinking, a team of four Canadian psychologists studied patterns of “cognitive reflection” among Americans. 
"
14 states. Two political philosophies. But there’s a dead serious question beneath it all. Who would do better against Trump.txt,"Bret Stephens: Happy Super Tuesday, Gail! Until South Carolina voted last week, I was expecting today to amount to a Bernie Sanders coronation party. Now there’s the possibility of a competitive race. Any thoughts on Joe Biden’s chances? 
"
The 20th century is full of examples of the false promise of suburban living.txt,"Walking the streets of San Francisco during these coronavirus days, you’ll see a sight rarer than Bigfoot: “for sale” and “for rent” signs. 
"
The evidence shows only that the drug might be effective That once wasn’t enough for FDA approval.txt,"When the Food and Drug Administration approves a new treatment or vaccine, as doctors we are assured that rigorous studies have proven it to be safe and effective. But the F.D.A.’s haphazard issuance of emergency use authorizations for Covid-19 treatments like hydroxychloroquine and convalescent plasma, whose potential benefits have not yet been backed up by data, has undermined this trust. 
"
Embracing the experiences of trans people means leaving old vocabularies behind.txt,"Men menstruate. Some have even given birth. Women with penises and prominent larynxes walk the streets and use the ladies’ restroom. Nonbinary people wear binders and use they/them pronouns. It’s 2020. 
"
Portraits of those who are making it work.txt,"The value of women’s work, both paid and unpaid, has never been more apparent than during the coronavirus crisis. As Diane Coyle recently noted in The Times, women’s shift into paid employment was one of the great economic transformations in recent history, but it did not free women from their myriad unpaid roles as caregivers, homemakers and community volunteers. These six women talked to The Times about what it’s like to straddle that divide. Their quotes have been edited and condensed for clarity. 
"
State and city governments employ millions of essential workers But the pandemic has pushed them to the brink President-elect Biden needs to step in now.txt,"Imagine that cities and states were considered an industrial sector, like automobiles or airlines. Collectively, they employ about 23 million essential workers like teachers, police officers and firefighters. They contribute over  $3 trillion  to the nation’s gross domestic product. 
"
"‘Alternative facts’ are becoming a reality, which works to the president’s advantage..txt","There are three crucial developments working in Donald Trump’s favor in the 2020 presidential campaign. 
"
The coronavirus pandemic is forcing America to confront its epidemic low-wage problem.txt,"With notable abruptness, thanks to the advent of the coronavirus, much of the public has become aware of its dependence on hospital orderlies, cleaners, trash collectors, grocery workers, food delivery drivers, paramedics, mortuary technicians, and postal, shipping, maintenance, wastewater treatment, truck stop and mass transit employees — on what, to many, had been a largely invisible work force. 
"
"As a liberal in the Deep South, I am in the minority, but I persist.txt","AUBURN, Ala. — Since August, I’ve been in charge of Senator Doug Jones’s campaign sign delivery for greater Lee County, which is in the eastern part of Alabama. I receive a list of people who have requested signs from the senator’s headquarters, in Birmingham. I then spend a lot of time on Google spreadsheets and Google maps, dividing the requests into routes and sending the routes to our stable of volunteers. The problem is that we have too many people who want to deliver signs and not enough people who want signs. There’s always a disappointed volunteer, someone who wasn’t fast enough on the draw. 
"
Dating is hard. A government campaign to get you married is worse..txt,"“Sheng nu” (“leftover women”) is a term used to describe single women who are 27 or older in China. Most of these women live in cities and lead rewarding professional lives. The term was coined in 2007 by a government organization responsible for the protection and promotion of women’s rights and policies. That same year, the Ministry of Education added “sheng nu” to the official lexicon. 
"
The outbreak threatens the stability of everything from information systems to Amazon orders..txt,"Constant connectivity defines 21st-century life, and the infrastructure undergirding it all is both digital (the internet and our social media platforms) and physical (the gig economy, e-commerce, global workplaces). Despite a tumultuous first two decades of the century, much of our connected way of life has evaded the stress of a singular global event. The possibility of a global pandemic currently posed by the new coronavirus threatens to change that altogether. Should the virus reach extreme levels of infection globally, it would very likely be the first true test of the 21st-century way of life, laying bare the hidden fragility of a system that has long felt seamless. 
"
New York lawmakers appear poised to bow to the state’s law enforcement lobby and weaken a law that just took effect..txt,"It just so happens that a campaign to roll back New York’s landmark bail reforms is unfolding as Michael Bloomberg’s presidential run forces a reckoning with stop-and-frisk, the policing tactic that led to the harassment and humiliation of millions of innocent people, most of them black and Hispanic boys and men, while Mr. Bloomberg was mayor of New York City. 
"
She wants to purify capitalism so that it works as it should..txt,"On Tuesday night, after the latest Democratic debate, Ann Coulter tweeted: “Sen. Warren has convinced me that Bernie isn’t that worrisome. He’ll never get anything done. SHE’S the freak who will show up with 17 idiotic plans every day and keep everyone up until it gets done.” Vicious reactionary that she is, Coulter cut to the heart of Elizabeth Warren’s promise. 
"
Congress must step in and offer quick and generous aid to states before they must slash services and drag down the economy.txt,"State governments are facing a fiscal crisis born of collapsing revenues, increased demand for safety-net programs like Medicaid and the direct costs of leading the Covid-19 response. If nothing changes, states will soon be forced to make deep cuts in vital public services, worsening the recession and slowing the ensuing recovery. 
"
"On cronies, cranks and the coronavirus.txt","This article is part of Paul Krugman’s free newsletter. You can sign up here to receive it every Tuesday. 
"
"So far, the numbers seem even more off than last time.txt","This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays. 
"
Not really Here’s why.txt,"This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday. 
"
Our columnists and contributors give their rankings.txt,"Welcome to Opinion’s commentary for Night 2 of the Republican National Convention. In this special feature, Times Opinion writers rank the evening on a scale of 1 to 10: 1 means the night was a disaster for Republicans; 10 means it could lead to a big polling bump for the Trump-Pence ticket. Here’s what our columnists and contributors thought of the event, which highlighted Eric Trump, Tiffany Trump, Secretary of State Mike Pompeo and Melania Trump. 
"
"President Trump resisted masks and sidelined experts, with disastrous results.txt","What would America be like today if President Trump had acted decisively in January to tackle the coronavirus, as soon as he was briefed on the danger? 
"
Reversing 50 years of social decline.txt,"Editors’ Note, March 6, 2021:  
"
It was an act of both patriotism and protest. And it brought both joy and frustration..txt,"As a child of immigrants, a grandchild of refugees, a Deaf woman of color, an artist and a mother, I was proud to perform the national anthem and “America the Beautiful” in American Sign Language at the opening of the Super Bowl on Sunday. I accepted the invitation to represent the National Association of the Deaf in partnership with the National Football League because I wanted to express my patriotism and honor the country that I am proud to be from — a country that, at its core, believes in equal rights for all citizens, including those with disabilities. So while Yolanda Adams and Demi Lovato sang on the 50-yard line at Hard Rock Stadium in Miami, I signed along on the 40. 
"
Art can give witness to those who governments have tried to erase from history.txt,"This essay is part of The Big Ideas, a special section of The Times’s philosophy series, The Stone, in which more than a dozen artists, writers and thinkers answer the question, “Why does art matter?” The entire series can be found here. 
"
Or was it just a performance.txt,"This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday. 
"
"Holding asylum seekers, immigrants and others in facilities where the virus easily spreads only to later send them to other nations is a public health hazard — here and abroad.txt","On March 21, the Trump administration drew on a federal law on public health to effectively shut the borders to all migrants and asylum seekers in order to avert the “serious danger” of a communicable disease arriving from abroad. 
"
"Six weeks after the election, Republican leaders are finally acknowledging Biden’s victory Is that a relief, or an omen.txt","This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays. 
"
A coronavirus vaccine won’t stop the pandemic without all countries having access to it.txt,"If an effective and safe coronavirus vaccine were available today, would it be enough to stop this pandemic? That would depend on whether everyone who needs it can get it. But if what took place during the 2009 H1N1 pandemic happens again, then the answer is no. 
"
What we have here is a failure to dominate.txt,"Have you noticed how almost every other word out of Donald Trump’s mouth lately seems to be some variation on “dominate?” 
"
Some leaders are trying to save their flocks from the lure of the online conspiracy theory.txt,"Last month, Seth Brown, the executive editor of The Biblical Recorder, a Southern Baptist newspaper in Cary, N.C., delivered a stark warning to Christians. He had become increasingly concerned about the posts some of his fellow Southern Baptists were sharing on Facebook. “If you start clicking through, it doesn’t take long to find out some of this is coming from accounts that are QAnon,” Mr. Brown told me, referring to the viral conspiracy theory that claims a cabal of left-wing, satanic pedophiles is secretly plotting a coup against President Trump. 
"
"Religion is supposed to be a source of comfort in times of confusion and suffering. And yet everywhere you look, services are being suspended..txt","ROME — Where does God self-quarantine during an epidemic? Not in a church, probably. At least not in a church in northern Italy, the center of the largest coronavirus outbreak in a Western country so far. Masses and other religious services, including funerals, have been suspended for weeks there, in keeping with government rulings to curb the contagion. On Sunday, the same day the government announced that the north was going under lockdown, all religious services throughout Italy, including those at mosques and synagogues, were canceled until at least April 3. (On Monday, travel restrictions were extended to the whole country.) 
"
"Between the pandemic and the killings of George Floyd and others, the mental health of black people is floundering Employers must address these issues head-on.txt","When a video goes viral showing violence against a black person, the shock waves are felt throughout our community. Our social feeds show a mixture of outrage, despair and an overall sense of fatigue. 
"
"Given that they could make their first appearance in the coronavirus crisis, Congress should insist on having full access to them.txt","The past few weeks have given Americans a crash course in the powers that federal, state and local governments wield during emergencies. We’ve seen businesses closed down, citizens quarantined and travel restricted. When President Trump declared emergencies on March 13 under both the Stafford Act and the National Emergencies Act, he boasted, “I have the right to do a lot of things that people don’t even know about.” 
"
Life in India-controlled Kashmir has been punctuated by military curfews and general strikes for three decades.txt," 
"
There’s a dire need for masks and gowns and other supplies Some unexpected businesses are stepping up to help.txt,"With worrisome shortages of medical supplies, businesses around the country are manufacturing things they wouldn’t normally be making — everything from face masks to hand sanitizer. 
"
